,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0022100158,9,1630171,Isaac Okoro,1610612739,Cleveland Cavaliers,1,11,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-9,1,1,20211110,CLE,WAS
1,Shot Chart Detail,0022100158,11,1628398,Kyle Kuzma,1610612764,Washington Wizards,1,11,7,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-116,95,1,1,20211110,CLE,WAS
2,Shot Chart Detail,0022100158,12,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,1,10,51,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-72,31,1,0,20211110,CLE,WAS
3,Shot Chart Detail,0022100158,18,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,1,10,18,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,65,1,0,20211110,CLE,WAS
4,Shot Chart Detail,0022100158,20,203078,Bradley Beal,1610612764,Washington Wizards,1,10,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,107,69,1,0,20211110,CLE,WAS
5,Shot Chart Detail,0022100158,24,1629636,Darius Garland,1610612739,Cleveland Cavaliers,1,9,46,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-244,-4,1,0,20211110,CLE,WAS
6,Shot Chart Detail,0022100158,26,1628398,Kyle Kuzma,1610612764,Washington Wizards,1,9,41,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,0,20211110,CLE,WAS
7,Shot Chart Detail,0022100158,29,1629636,Darius Garland,1610612739,Cleveland Cavaliers,1,9,26,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,23,1,0,20211110,CLE,WAS
8,Shot Chart Detail,0022100158,31,1629655,Daniel Gafford,1610612764,Washington Wizards,1,9,14,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,77,24,1,0,20211110,CLE,WAS
9,Shot Chart Detail,0022100158,33,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,1,9,2,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-50,37,1,0,20211110,CLE,WAS
10,Shot Chart Detail,0022100158,36,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,1,8,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,168,197,1,0,20211110,CLE,WAS
11,Shot Chart Detail,0022100158,38,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,1,8,40,Missed Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,0,20211110,CLE,WAS
12,Shot Chart Detail,0022100158,47,1629636,Darius Garland,1610612739,Cleveland Cavaliers,1,8,2,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-62,106,1,1,20211110,CLE,WAS
13,Shot Chart Detail,0022100158,49,203915,Spencer Dinwiddie,1610612764,Washington Wizards,1,7,54,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,206,1,0,20211110,CLE,WAS
14,Shot Chart Detail,0022100158,53,203078,Bradley Beal,1610612764,Washington Wizards,1,7,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,6,1,0,20211110,CLE,WAS
15,Shot Chart Detail,0022100158,55,1629655,Daniel Gafford,1610612764,Washington Wizards,1,7,13,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211110,CLE,WAS
16,Shot Chart Detail,0022100158,56,1629731,Dean Wade,1610612739,Cleveland Cavaliers,1,6,55,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,21,1,0,20211110,CLE,WAS
17,Shot Chart Detail,0022100158,67,201937,Ricky Rubio,1610612739,Cleveland Cavaliers,1,6,29,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-131,36,1,0,20211110,CLE,WAS
18,Shot Chart Detail,0022100158,69,1629655,Daniel Gafford,1610612764,Washington Wizards,1,6,22,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,10,1,0,20211110,CLE,WAS
19,Shot Chart Detail,0022100158,71,1626224,Cedi Osman,1610612739,Cleveland Cavaliers,1,6,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,10,1,1,20211110,CLE,WAS
20,Shot Chart Detail,0022100158,79,1628398,Kyle Kuzma,1610612764,Washington Wizards,1,6,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-81,239,1,0,20211110,CLE,WAS
21,Shot Chart Detail,0022100158,96,1628398,Kyle Kuzma,1610612764,Washington Wizards,1,5,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,147,206,1,1,20211110,CLE,WAS
22,Shot Chart Detail,0022100158,98,1626224,Cedi Osman,1610612739,Cleveland Cavaliers,1,4,53,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,233,70,1,0,20211110,CLE,WAS
23,Shot Chart Detail,0022100158,100,1626149,Montrezl Harrell,1610612764,Washington Wizards,1,4,38,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,19,1,0,20211110,CLE,WAS
24,Shot Chart Detail,0022100158,108,201937,Ricky Rubio,1610612739,Cleveland Cavaliers,1,4,10,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-151,29,1,1,20211110,CLE,WAS
25,Shot Chart Detail,0022100158,111,201937,Ricky Rubio,1610612739,Cleveland Cavaliers,1,3,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,256,1,0,20211110,CLE,WAS
26,Shot Chart Detail,0022100158,113,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,1,3,48,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,17,1,1,20211110,CLE,WAS
27,Shot Chart Detail,0022100158,117,203526,Raul Neto,1610612764,Washington Wizards,1,3,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,0,20211110,CLE,WAS
28,Shot Chart Detail,0022100158,119,1626149,Montrezl Harrell,1610612764,Washington Wizards,1,3,22,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-2,1,1,20211110,CLE,WAS
29,Shot Chart Detail,0022100158,125,201937,Ricky Rubio,1610612739,Cleveland Cavaliers,1,3,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-121,148,1,0,20211110,CLE,WAS
30,Shot Chart Detail,0022100158,127,1628988,Aaron Holiday,1610612764,Washington Wizards,1,2,48,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,100,92,1,0,20211110,CLE,WAS
31,Shot Chart Detail,0022100158,129,1628988,Aaron Holiday,1610612764,Washington Wizards,1,2,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,9,1,0,20211110,CLE,WAS
32,Shot Chart Detail,0022100158,131,1630557,Corey Kispert,1610612764,Washington Wizards,1,2,40,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,0,20211110,CLE,WAS
33,Shot Chart Detail,0022100158,135,203526,Raul Neto,1610612764,Washington Wizards,1,2,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-156,192,1,1,20211110,CLE,WAS
34,Shot Chart Detail,0022100158,137,1630205,Lamar Stevens,1610612739,Cleveland Cavaliers,1,2,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,18,1,0,20211110,CLE,WAS
35,Shot Chart Detail,0022100158,139,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,1,2,7,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,7,1,1,20211110,CLE,WAS
36,Shot Chart Detail,0022100158,140,203526,Raul Neto,1610612764,Washington Wizards,1,1,52,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,34,101,1,0,20211110,CLE,WAS
37,Shot Chart Detail,0022100158,142,1630205,Lamar Stevens,1610612739,Cleveland Cavaliers,1,1,47,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,17,1,1,20211110,CLE,WAS
38,Shot Chart Detail,0022100158,144,203526,Raul Neto,1610612764,Washington Wizards,1,1,33,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,1,1,1,20211110,CLE,WAS
39,Shot Chart Detail,0022100158,146,1626224,Cedi Osman,1610612739,Cleveland Cavaliers,1,1,12,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-56,262,1,0,20211110,CLE,WAS
40,Shot Chart Detail,0022100158,156,1626149,Montrezl Harrell,1610612764,Washington Wizards,1,0,38,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-40,63,1,1,20211110,CLE,WAS
41,Shot Chart Detail,0022100158,159,1630205,Lamar Stevens,1610612739,Cleveland Cavaliers,1,0,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-17,1,0,20211110,CLE,WAS
42,Shot Chart Detail,0022100158,171,1629636,Darius Garland,1610612739,Cleveland Cavaliers,1,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-13,293,1,1,20211110,CLE,WAS
43,Shot Chart Detail,0022100158,180,1626149,Montrezl Harrell,1610612764,Washington Wizards,2,11,45,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,53,26,1,0,20211110,CLE,WAS
44,Shot Chart Detail,0022100158,182,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,11,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-147,36,1,0,20211110,CLE,WAS
45,Shot Chart Detail,0022100158,184,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,2,11,23,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,21,1,0,20211110,CLE,WAS
46,Shot Chart Detail,0022100158,190,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,11,1,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-94,97,1,1,20211110,CLE,WAS
47,Shot Chart Detail,0022100158,192,1626149,Montrezl Harrell,1610612764,Washington Wizards,2,10,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,3,1,1,20211110,CLE,WAS
48,Shot Chart Detail,0022100158,200,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,2,10,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-67,88,1,0,20211110,CLE,WAS
49,Shot Chart Detail,0022100158,202,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,9,47,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,26,1,0,20211110,CLE,WAS
50,Shot Chart Detail,0022100158,204,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,2,9,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-217,115,1,0,20211110,CLE,WAS
51,Shot Chart Detail,0022100158,206,1629685,Dylan Windler,1610612739,Cleveland Cavaliers,2,9,19,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,5,1,1,20211110,CLE,WAS
52,Shot Chart Detail,0022100158,213,1626149,Montrezl Harrell,1610612764,Washington Wizards,2,8,50,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20211110,CLE,WAS
53,Shot Chart Detail,0022100158,215,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,8,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-44,160,1,1,20211110,CLE,WAS
54,Shot Chart Detail,0022100158,224,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,7,55,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-31,122,1,1,20211110,CLE,WAS
55,Shot Chart Detail,0022100158,226,203915,Spencer Dinwiddie,1610612764,Washington Wizards,2,7,32,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,25,1,0,20211110,CLE,WAS
56,Shot Chart Detail,0022100158,228,1626149,Montrezl Harrell,1610612764,Washington Wizards,2,7,28,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211110,CLE,WAS
57,Shot Chart Detail,0022100158,231,1626149,Montrezl Harrell,1610612764,Washington Wizards,2,7,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,16,1,0,20211110,CLE,WAS
58,Shot Chart Detail,0022100158,234,1629685,Dylan Windler,1610612739,Cleveland Cavaliers,2,7,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,212,151,1,0,20211110,CLE,WAS
59,Shot Chart Detail,0022100158,236,203078,Bradley Beal,1610612764,Washington Wizards,2,6,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-10,75,1,0,20211110,CLE,WAS
60,Shot Chart Detail,0022100158,238,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,6,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-138,217,1,1,20211110,CLE,WAS
61,Shot Chart Detail,0022100158,240,203078,Bradley Beal,1610612764,Washington Wizards,2,6,18,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,5,43,1,0,20211110,CLE,WAS
62,Shot Chart Detail,0022100158,244,203915,Spencer Dinwiddie,1610612764,Washington Wizards,2,5,59,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,162,1,1,20211110,CLE,WAS
63,Shot Chart Detail,0022100158,259,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,5,40,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,0,20211110,CLE,WAS
64,Shot Chart Detail,0022100158,261,1630557,Corey Kispert,1610612764,Washington Wizards,2,5,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-77,240,1,1,20211110,CLE,WAS
65,Shot Chart Detail,0022100158,263,1630205,Lamar Stevens,1610612739,Cleveland Cavaliers,2,5,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,17,141,1,0,20211110,CLE,WAS
66,Shot Chart Detail,0022100158,265,203078,Bradley Beal,1610612764,Washington Wizards,2,4,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,138,1,0,20211110,CLE,WAS
67,Shot Chart Detail,0022100158,267,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,2,4,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-154,209,1,0,20211110,CLE,WAS
68,Shot Chart Detail,0022100158,271,1628398,Kyle Kuzma,1610612764,Washington Wizards,2,4,21,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,123,184,1,0,20211110,CLE,WAS
69,Shot Chart Detail,0022100158,273,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,2,4,6,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-53,104,1,1,20211110,CLE,WAS
70,Shot Chart Detail,0022100158,275,203526,Raul Neto,1610612764,Washington Wizards,2,3,51,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,45,82,1,1,20211110,CLE,WAS
71,Shot Chart Detail,0022100158,277,201937,Ricky Rubio,1610612739,Cleveland Cavaliers,2,3,40,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-45,37,1,0,20211110,CLE,WAS
72,Shot Chart Detail,0022100158,279,1628398,Kyle Kuzma,1610612764,Washington Wizards,2,3,35,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211110,CLE,WAS
73,Shot Chart Detail,0022100158,287,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,2,3,4,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20211110,CLE,WAS
74,Shot Chart Detail,0022100158,290,1630205,Lamar Stevens,1610612739,Cleveland Cavaliers,2,2,47,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20211110,CLE,WAS
75,Shot Chart Detail,0022100158,299,203078,Bradley Beal,1610612764,Washington Wizards,2,2,29,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-4,101,1,0,20211110,CLE,WAS
76,Shot Chart Detail,0022100158,304,1626224,Cedi Osman,1610612739,Cleveland Cavaliers,2,2,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,218,122,1,0,20211110,CLE,WAS
77,Shot Chart Detail,0022100158,308,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,2,1,33,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,1,1,0,20211110,CLE,WAS
78,Shot Chart Detail,0022100158,310,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,2,1,27,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,8,1,0,20211110,CLE,WAS
79,Shot Chart Detail,0022100158,317,201937,Ricky Rubio,1610612739,Cleveland Cavaliers,2,0,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,20,1,0,20211110,CLE,WAS
80,Shot Chart Detail,0022100158,321,1629636,Darius Garland,1610612739,Cleveland Cavaliers,2,0,39,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,13,1,1,20211110,CLE,WAS
81,Shot Chart Detail,0022100158,323,203915,Spencer Dinwiddie,1610612764,Washington Wizards,2,0,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-157,185,1,0,20211110,CLE,WAS
82,Shot Chart Detail,0022100158,335,203078,Bradley Beal,1610612764,Washington Wizards,2,0,0,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-4,1,0,20211110,CLE,WAS
83,Shot Chart Detail,0022100158,346,203915,Spencer Dinwiddie,1610612764,Washington Wizards,3,11,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-96,257,1,0,20211110,CLE,WAS
84,Shot Chart Detail,0022100158,348,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,3,11,22,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-70,51,1,0,20211110,CLE,WAS
85,Shot Chart Detail,0022100158,352,203078,Bradley Beal,1610612764,Washington Wizards,3,11,10,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-27,149,1,0,20211110,CLE,WAS
86,Shot Chart Detail,0022100158,354,1629655,Daniel Gafford,1610612764,Washington Wizards,3,11,2,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,0,20211110,CLE,WAS
87,Shot Chart Detail,0022100158,357,1630171,Isaac Okoro,1610612739,Cleveland Cavaliers,3,10,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-234,66,1,0,20211110,CLE,WAS
88,Shot Chart Detail,0022100158,359,1629655,Daniel Gafford,1610612764,Washington Wizards,3,10,27,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,7,1,1,20211110,CLE,WAS
89,Shot Chart Detail,0022100158,361,1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,3,10,5,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-7,51,1,0,20211110,CLE,WAS
90,Shot Chart Detail,0022100158,363,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,3,9,50,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-10,68,1,1,20211110,CLE,WAS
91,Shot Chart Detail,0022100158,370,1628398,Kyle Kuzma,1610612764,Washington Wizards,3,9,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,230,96,1,0,20211110,CLE,WAS
92,Shot Chart Detail,0022100158,372,1629636,Darius Garland,1610612739,Cleveland Cavaliers,3,9,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,241,1,1,20211110,CLE,WAS
93,Shot Chart Detail,0022100158,373,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,3,8,56,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,20,1,0,20211110,CLE,WAS
94,Shot Chart Detail,0022100158,375,1629731,Dean Wade,1610612739,Cleveland Cavaliers,3,8,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-181,171,1,1,20211110,CLE,WAS
95,Shot Chart Detail,0022100158,379,203078,Bradley Beal,1610612764,Washington Wizards,3,8,9,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-123,54,1,0,20211110,CLE,WAS
96,Shot Chart Detail,0022100158,381,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,3,8,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-126,208,1,0,20211110,CLE,WAS
97,Shot Chart Detail,0022100158,390,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,3,7,32,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-85,59,1,1,20211110,CLE,WAS
98,Shot Chart Detail,0022100158,393,203078,Bradley Beal,1610612764,Washington Wizards,3,7,12,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,18,97,1,0,20211110,CLE,WAS
99,Shot Chart Detail,0022100158,397,203484,Kentavious Caldwell-Pope,1610612764,Washington Wizards,3,6,45,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,13,1,0,20211110,CLE,WAS
100,Shot Chart Detail,0022100158,399,1628398,Kyle Kuzma,1610612764,Washington Wizards,3,6,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-191,214,1,1,20211110,CLE,WAS
101,Shot Chart Detail,0022100158,401,1630596,Evan Mobley,1610612739,Cleveland Cavaliers,3,6,16,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-56,38,1,1,20211110,CLE,WAS
102,Shot Chart Detail,0022100158,402,203915,Spencer Dinwiddie,1610612764,Washington Wizards,3,6,7,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,43,1,0,20211110,CLE,WAS
103,Shot Chart Detail,0022100158,404,1629636,Darius Garland,1610612739,Cleveland Cavaliers,3,5,54,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,26,1,0,20211110,CLE,WAS
104,Shot Chart Detail,0022100158,418,1626224,Cedi Osman,1610612739,Cleveland Cavaliers,3,5,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-15,245,1,1,20211110,CLE,WAS
105,Shot Chart Detail,0022100158,427,203078,Bradley Beal,1610612764,Washington Wizards,3,4,22,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-137,149,1,1,20211110,CLE,WAS
106,Shot Chart Detail,0022100158,433,203078,Bradley Beal,1610612764,Washington Wizards,3,3,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20211110,CLE,WAS
107,Shot Chart Detail,0022100158,434,1629685,Dylan Windler,1610612739,Cleveland Cavaliers,3,3,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-235,94,1,0,20211110,CLE,WAS
108,Shot Chart Detail,0022100158,436,1626149,Montrezl Harrell,1610612764,Washington Wizards,3,3,10,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,29,1,1,20211110,CLE,WAS
109,Shot Chart Detail,0022100158,457,201937,Ricky Rubio,1610612739,Cleveland Cavaliers,3,2,22,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-5,1,1,20211110,CLE,WAS
